"","rated","turns","victory_status","winner","increment_code","white_id","white_rating","black_id","black_rating","opening_name","shortname","avgrating","starttime","gametype"
"1631","TRUE",48,"resign","black","15+15","scorchedturf",1384,"kani501",1285,"Sicilian Defense: Kan Variation |  Modern Variation","Sicilian Defense",1334.5,"15","Classical"
"1632","TRUE",64,"mate","black","15+15","utkuserin",1500,"scorchedturf",1374,"Sicilian Defense","Sicilian Defense",1437,"15","Classical"
"1633","TRUE",62,"mate","black","15+15","carloshvrt",1333,"scorchedturf",1364,"Sicilian Defense","Sicilian Defense",1348.5,"15","Classical"
"1634","TRUE",69,"mate","white","15+15","scorchedturf",1327,"nemrod_44",1383,"Caro-Kann Defense: Two Knights Attack","Caro-Kann Defense",1355,"15","Classical"
"1635","TRUE",40,"resign","black","15+15","scorchedturf",1337,"jermius",1384,"French Defense: Marshall Variation","French Defense",1360.5,"15","Classical"
"1636","FALSE",38,"mate","black","10+0","erandiel",1500,"willdaplum",1287,"Ruy Lopez: Exchange Variation |  Lutikov Variation","Ruy Lopez",1393.5,"10","Classical"
"1637","FALSE",5,"resign","white","10+0","thiagomarcal123",1465,"willdaplum",1287,"King's Pawn Game: Wayward Queen Attack |  Kiddie Countergambit","King's Pawn Game",1376,"10","Classical"
"1638","TRUE",43,"mate","white","10+0","willdaplum",1275,"fulleren",1308,"Italian Game","Italian Game",1291.5,"10","Classical"
"1639","TRUE",33,"mate","white","10+0","willdaplum",1245,"aderus",1259,"French Defense: Two Knights Variation","French Defense",1252,"10","Classical"
"1640","TRUE",131,"outoftime","white","10+0","mr_t",1264,"willdaplum",1315,"King's Pawn Game: Wayward Queen Attack","King's Pawn Game",1289.5,"10","Classical"
"1641","TRUE",75,"resign","white","10+0","willdaplum",1250,"mijailverdetal",1156,"Scandinavian Defense","Scandinavian Defense",1203,"10","Classical"
"1642","FALSE",32,"outoftime","black","180+0","willdaplum",1250,"frostbittenkitten",1500,"Ruy Lopez: Berlin Defense #2","Ruy Lopez",1375,"180","Classical"
"1643","TRUE",33,"mate","white","15+15","qball",1373,"sjakkmannen",1084,"Scandinavian Defense: Mieses-Kotroc Variation","Scandinavian Defense",1228.5,"15","Classical"
"1644","FALSE",121,"resign","white","10+60","silentlucidity",2286,"qball",1373,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1829.5,"10","Classical"
"1645","TRUE",52,"mate","black","3+9","kbashi",1194,"qball",1311,"Van't Kruijs Opening","Van't Kruijs Opening",1252.5,"3","Blitz"
"1646","TRUE",43,"resign","white","5+8","mariopotas",1511,"qball",1500,"King's Pawn Game","King's Pawn Game",1505.5,"5","Blitz"
"1647","FALSE",41,"resign","white","15+10","pastorieschaken",1358,"dsom",886,"Sicilian Defense: Bowdler Attack","Sicilian Defense",1122,"15","Classical"
"1648","TRUE",23,"resign","white","9+0","krazykat",1620,"dsom",890,"Zukertort Opening: Sicilian Invitation","Zukertort Opening",1255,"9","Blitz"
"1649","TRUE",49,"mate","white","10+0","olivier1972",1484,"dsom",898,"Sicilian Defense: Staunton-Cochrane Variation","Sicilian Defense",1191,"10","Classical"
"1650","FALSE",61,"mate","white","10+5","luigisola57ls",1500,"dsom",898,"Sicilian Defense","Sicilian Defense",1199,"10","Classical"
"1651","TRUE",19,"resign","white","10+5","maratderb",1325,"dsom",921,"French Defense: Paulsen Variation","French Defense",1123,"10","Classical"
"1652","TRUE",27,"mate","white","17+11","ahmadliaydin",1397,"dsom",940,"Four Knights Game: Italian Variation","Four Knights Game",1168.5,"17","Classical"
"1653","TRUE",31,"resign","white","15+0","loser_1989",1500,"dsom",963,"Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation","Italian Game",1231.5,"15","Classical"
"1654","TRUE",56,"mate","black","15+0","dsom",1049,"rookie1993",1234,"French Defense: Paulsen Variation","French Defense",1141.5,"15","Classical"
"1655","TRUE",36,"resign","white","5+8","putraminangadmf",1110,"dsom",1500,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1305,"5","Blitz"
"1656","FALSE",20,"resign","black","5+10","dsom",1500,"seciyeli",1595,"Scandinavian Defense","Scandinavian Defense",1547.5,"5","Blitz"
"1657","FALSE",31,"resign","white","5+8","manuel10",1359,"dsom",1500,"King's Pawn Game: Busch-Gass Gambit","King's Pawn Game",1429.5,"5","Blitz"
"1658","FALSE",12,"resign","black","5+10","dsom",1500,"seciyeli",1595,"Scandinavian Defense","Scandinavian Defense",1547.5,"5","Blitz"
"1659","FALSE",21,"resign","white","15+0","otafc123",1649,"dsom",1500,"Queen's Pawn Game: Mason Attack","Queen's Pawn Game",1574.5,"15","Classical"
"1660","FALSE",7,"mate","white","15+0","dsom",1500,"samiraloraei",1500,"Bishop's Opening","Bishop's Opening",1500,"15","Classical"
"1661","FALSE",18,"resign","black","20+10","dsom",1500,"qweru",1683,"Bishop's Opening: Boi Variation","Bishop's Opening",1591.5,"20","Classical"
"1662","TRUE",62,"resign","black","10+0","michal007",1853,"ezatfoda",1809,"English Opening: Anglo-Indian Defense |  Hedgehog System","English Opening",1831,"10","Classical"
"1663","TRUE",47,"resign","white","10+0","ezatfoda",1805,"rickjazz",1536,"Scotch Game: Benima Defense","Scotch Game",1670.5,"10","Classical"
"1664","TRUE",69,"mate","white","10+0","tonoyanrob7",2100,"ezatfoda",1798,"Scotch Game: Classical Variation","Scotch Game",1949,"10","Classical"
"1665","TRUE",47,"resign","white","10+0","ezatfoda",1789,"sergiokumic",1695,"Sicilian Defense","Sicilian Defense",1742,"10","Classical"
"1666","TRUE",63,"resign","white","10+0","ezatfoda",1774,"remchene",1894,"Italian Game: Two Knights Defense |  Modern Bishop's Opening","Italian Game",1834,"10","Classical"
"1667","TRUE",94,"mate","black","10+0","vasia1",1719,"ezatfoda",1765,"Ruy Lopez: Berlin Defense #2","Ruy Lopez",1742,"10","Classical"
"1668","FALSE",57,"mate","white","5+5","mezzomatto",1874,"ezatfoda",1765,"Ruy Lopez: Berlin Defense: Mortimer Trap","Ruy Lopez",1819.5,"5","Blitz"
"1669","TRUE",54,"mate","black","10+10","ezatfoda",1781,"ultranice",1956,"Zukertort Opening: Old Indian Attack","Zukertort Opening",1868.5,"10","Classical"
"1670","TRUE",41,"mate","white","10+0","ezatfoda",1773,"mfofas",1659,"Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense","Caro-Kann Defense",1716,"10","Classical"
"1671","TRUE",44,"mate","black","10+0","nk3",1714,"ezatfoda",1771,"Ruy Lopez: Berlin Defense #2","Ruy Lopez",1742.5,"10","Classical"
"1672","TRUE",73,"mate","white","9+1","sneaky_bugger",1694,"tactical_bishop",1305,"Zukertort Opening: Queen's Gambit Invitation","Zukertort Opening",1499.5,"9","Blitz"
"1673","TRUE",6,"resign","black","9+1","tactical_bishop",1423,"sneaky_bugger",1576,"French Defense: Normal Variation","French Defense",1499.5,"9","Blitz"
"1674","TRUE",42,"resign","black","10+0","jdy",1058,"argrishin",1249,"Scandinavian Defense","Scandinavian Defense",1153.5,"10","Classical"
"1675","TRUE",65,"mate","white","10+0","mig_bra",1308,"jdy",1079,"Scotch Game","Scotch Game",1193.5,"10","Classical"
"1676","TRUE",39,"resign","white","10+0","yoboygames",1046,"jdy",1096,"French Defense: King's Indian Attack","French Defense",1071,"10","Classical"
"1677","TRUE",61,"mate","white","10+0","jdy",1107,"frovan",977,"French Defense","French Defense",1042,"10","Classical"
"1678","TRUE",119,"outoftime","white","10+0","rewuyd",1125,"jdy",1124,"Queen's Pawn Game: Mason Attack","Queen's Pawn Game",1124.5,"10","Classical"
"1679","TRUE",92,"resign","black","15+15","jdy",1150,"zackittup",1157,"French Defense: La Bourdonnais Variation","French Defense",1153.5,"15","Classical"
"1680","TRUE",52,"resign","white","15+15","jdy",1131,"sorryforthis",1167,"Scandinavian Defense","Scandinavian Defense",1149,"15","Classical"
"1681","TRUE",16,"resign","white","15+15","jdy",1107,"sorryforthis",1225,"Scandinavian Defense","Scandinavian Defense",1166,"15","Classical"
"1682","TRUE",16,"resign","black","10+0","rjh24",1132,"jdy",1107,"French Defense: Knight Variation","French Defense",1119.5,"10","Classical"
"1683","TRUE",67,"resign","white","10+0","sibsibhurra",1208,"jdy",1123,"French Defense: Knight Variation","French Defense",1165.5,"10","Classical"
"1684","TRUE",34,"mate","black","15+15","jdy",1110,"checkcheckcheckmate",1320,"Scandinavian Defense","Scandinavian Defense",1215,"15","Classical"
"1685","TRUE",37,"mate","white","15+15","checkcheckcheckmate",1315,"jdy",1122,"English Opening: Anglo-Lithuanian Variation","English Opening",1218.5,"15","Classical"
"1686","TRUE",58,"mate","black","15+15","kiwok",1317,"jdy",1049,"Zukertort Opening: Pirc Invitation","Zukertort Opening",1183,"15","Classical"
"1687","TRUE",27,"resign","black","15+15","jdy",1061,"juozaskaz",1297,"Bishop's Opening: Boi Variation","Bishop's Opening",1179,"15","Classical"
"1688","TRUE",49,"mate","white","15+15","juozaskaz",1287,"jdy",1089,"Bishop's Opening: Berlin Defense","Bishop's Opening",1188,"15","Classical"
"1689","TRUE",119,"resign","white","15+15","orivera",1098,"jdy",1123,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1110.5,"15","Classical"
"1690","TRUE",47,"resign","black","15+15","jjosediego",1296,"jdy",1051,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1173.5,"15","Classical"
"1691","TRUE",95,"resign","white","15+15","bradley_s",1045,"jdy",1101,"Queen's Pawn Game: Zukertort Variation","Queen's Pawn Game",1073,"15","Classical"
"1692","TRUE",49,"outoftime","white","15+15","jdy",1062,"alampas",1216,"French Defense: Classical Variation","French Defense",1139,"15","Classical"
"1693","TRUE",41,"mate","white","10+0","kile",1923,"bischopscup",1258,"Caro-Kann Defense: Exchange Variation","Caro-Kann Defense",1590.5,"10","Classical"
"1694","TRUE",38,"resign","black","10+0","bischopscup",1262,"leoferri007",1661,"Queen's Pawn Game: London System","Queen's Pawn Game",1461.5,"10","Classical"
"1695","TRUE",39,"resign","white","10+0","drillinger",1782,"bischopscup",1268,"Caro-Kann Defense: Hillbilly Attack","Caro-Kann Defense",1525,"10","Classical"
"1696","TRUE",25,"mate","white","10+0","jmmc1980",1551,"bischopscup",1276,"Caro-Kann Defense","Caro-Kann Defense",1413.5,"10","Classical"
"1697","TRUE",23,"mate","white","10+0","simeg2003",1810,"bischopscup",1278,"Caro-Kann Defense: Two Knights Attack","Caro-Kann Defense",1544,"10","Classical"
"1698","TRUE",19,"resign","black","10+0","bischopscup",1283,"virusxx4",1668,"Sicilian Defense: Smith-Morra Gambit #2","Sicilian Defense",1475.5,"10","Classical"
"1699","TRUE",43,"mate","white","10+0","smm1347",2003,"bischopscup",1284,"Caro-Kann Defense: Modern Variation","Caro-Kann Defense",1643.5,"10","Classical"
"1700","TRUE",45,"resign","white","10+0","leoferri007",1670,"bischopscup",1243,"Caro-Kann Defense: Advance Variation |  Botvinnik-Carls Defense","Caro-Kann Defense",1456.5,"10","Classical"
"1701","TRUE",46,"resign","black","10+0","bischopscup",1246,"enoti222",1759,"Italian Game: Giuoco Pianissimo |  Normal","Italian Game",1502.5,"10","Classical"
"1702","TRUE",40,"resign","black","10+0","bischopscup",1252,"st1l213",1611,"Sicilian Defense: Staunton-Cochrane Variation","Sicilian Defense",1431.5,"10","Classical"
"1703","TRUE",31,"resign","white","10+0","artyom_belyaev",1955,"bischopscup",1253,"Caro-Kann Defense: Tartakower Variation","Caro-Kann Defense",1604,"10","Classical"
"1704","TRUE",32,"resign","black","10+0","bischopscup",1256,"aibashov_azamat",1703,"Queen's Gambit Declined: Normal Defense","Queen's Gambit Declined",1479.5,"10","Classical"
"1705","TRUE",45,"resign","white","10+0","the_rainman",1866,"bischopscup",1258,"Four Knights Game: Rubinstein Countergambit |  Henneberger Variation","Four Knights Game",1562,"10","Classical"
"1706","TRUE",96,"resign","black","10+0","ab2",1666,"bischopscup",1212,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1439,"10","Classical"
"1707","TRUE",69,"resign","white","10+0","carloscarballod",1928,"bischopscup",1213,"Queen's Gambit Declined: Normal Defense","Queen's Gambit Declined",1570.5,"10","Classical"
"1708","TRUE",72,"mate","black","10+0","goodb0dy",1017,"bischopscup",1122,"Italian Game: Two Knights Defense |  Modern Bishop's Opening","Italian Game",1069.5,"10","Classical"
"1709","TRUE",104,"resign","black","10+0","bischopscup",1152,"tankez0r",1158,"Sicilian Defense: Loewenthal Variation","Sicilian Defense",1155,"10","Classical"
"1710","TRUE",93,"draw","draw","10+0","arnchess",983,"bischopscup",1167,"Sicilian Defense: Delayed Alapin","Sicilian Defense",1075,"10","Classical"
"1711","TRUE",55,"resign","black","10+0","bischopscup",1168,"timtimtim23",1833,"Sicilian Defense: Staunton-Cochrane Variation","Sicilian Defense",1500.5,"10","Classical"
"1712","TRUE",68,"mate","black","10+0","abohadi15",1347,"kyzuro",1417,"Italian Game: Scotch Gambit Declined","Italian Game",1382,"10","Classical"
"1713","TRUE",65,"resign","white","10+0","kyzuro",1406,"ved_ya_ryadom",1371,"King's Pawn Game: McConnell Defense","King's Pawn Game",1388.5,"10","Classical"
"1714","TRUE",32,"resign","black","15+15","venkata722",1467,"kyzuro",1390,"Italian Game: Giuoco Pianissimo |  Normal","Italian Game",1428.5,"15","Classical"
"1715","TRUE",83,"mate","white","10+0","kaeser49",1411,"kyzuro",1431,"Four Knights Game: Spanish Variation","Four Knights Game",1421,"10","Classical"
"1716","TRUE",50,"outoftime","black","15+15","mirek66",1173,"kyzuro",1410,"Sicilian Defense: Staunton-Cochrane Variation","Sicilian Defense",1291.5,"15","Classical"
"1717","TRUE",39,"mate","white","15+15","etka335042",1725,"kyzuro",1402,"Scandinavian Defense","Scandinavian Defense",1563.5,"15","Classical"
"1718","TRUE",104,"mate","black","15+15","pilotmert",1550,"kyzuro",1372,"Italian Game: Two Knights Defense |  Knight Attack |  Normal Variation","Italian Game",1461,"15","Classical"
"1719","TRUE",35,"mate","white","15+15","kyzuro",1355,"mikeyp",1352,"English Opening: King's English Variation","English Opening",1353.5,"15","Classical"
"1720","TRUE",125,"draw","draw","10+10","marines2040",1452,"kyzuro",1351,"French Defense: Advance Variation |  Paulsen Attack","French Defense",1401.5,"10","Classical"
"1721","TRUE",80,"mate","black","12+5","kyzuro",1362,"vegard87",1458,"Ruy Lopez: Berlin Defense #2","Ruy Lopez",1410,"12","Classical"
"1722","FALSE",56,"mate","black","10+0","wawrinka",1500,"kyzuro",1362,"Zukertort Opening: Reversed Mexican Defense","Zukertort Opening",1431,"10","Classical"
"1723","TRUE",6,"resign","black","10+0","kyzuro",1375,"jb007sf",1435,"English Opening","English Opening",1405,"10","Classical"
"1724","FALSE",77,"mate","white","20+0","supking",1500,"kyzuro",1375,"Queen's Pawn Game","Queen's Pawn Game",1437.5,"20","Classical"
"1725","TRUE",14,"resign","white","12+2","kyzuro",1355,"diegomorales04042016",1431,"English Opening: King's English Variation","English Opening",1393,"12","Classical"
"1726","TRUE",24,"resign","black","30+0","fer95",1616,"jakubsagitario17",1504,"Ruy Lopez: Steinitz Defense","Ruy Lopez",1560,"30","Classical"
"1727","FALSE",58,"resign","black","25+0","jakubsagitario17",1504,"patimonin",1612,"Scandinavian Defense: Mieses-Kotroc Variation","Scandinavian Defense",1558,"25","Classical"
"1728","FALSE",66,"mate","black","5+15","jakubsagitario17",1504,"vukosi",1500,"English Opening: King's English Variation |  Two Knights Variation","English Opening",1502,"5","Blitz"
"1729","FALSE",58,"resign","black","5+15","vukosi",1500,"jakubsagitario17",1504,"Queen's Pawn Game: Mason Attack","Queen's Pawn Game",1502,"5","Blitz"
"1730","FALSE",51,"resign","white","5+15","jakubsagitario17",1504,"vukosi",1500,"English Opening: King's English Variation |  Reversed Sicilian","English Opening",1502,"5","Blitz"
"1731","FALSE",38,"resign","black","5+15","vukosi",1500,"jakubsagitario17",1504,"Queen's Pawn Game: Mason Attack","Queen's Pawn Game",1502,"5","Blitz"
"1732","FALSE",74,"resign","black","20+0","jakubsagitario17",1504,"adamadem",1606,"Caro-Kann Defense: Exchange Variation","Caro-Kann Defense",1555,"20","Classical"
"1733","FALSE",56,"mate","black","12+6","emmasocool",1500,"jakubsagitario17",1504,"King's Pawn Game: King's Head Opening #2","King's Pawn Game",1502,"12","Classical"
"1734","FALSE",81,"mate","white","12+6","jakubsagitario17",1504,"emmasocool",1500,"Scandinavian Defense","Scandinavian Defense",1502,"12","Classical"
"1735","FALSE",41,"mate","white","12+6","jakubsagitario17",1504,"emmasocool",1500,"Bishop's Opening: Khan Gambit","Bishop's Opening",1502,"12","Classical"
"1736","FALSE",42,"resign","black","20+0","puffstrugy",943,"jakubsagitario17",1504,"King's Pawn Game","King's Pawn Game",1223.5,"20","Classical"
"1737","TRUE",28,"resign","black","10+0","izelude",1233,"jakubsagitario17",1503,"Italian Game: Anti-Fried Liver Defense","Italian Game",1368,"10","Classical"
"1738","TRUE",25,"mate","white","10+0","jakubsagitario17",1500,"ist12",1149,"Bishop's Opening","Bishop's Opening",1324.5,"10","Classical"
"1739","FALSE",56,"resign","black","20+5","greybeard23",1587,"jakubsagitario17",1500,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1543.5,"20","Classical"
"1740","FALSE",77,"mate","white","15+0","gena997766",1500,"jakubsagitario17",1500,"Ruy Lopez: Berlin Defense #2","Ruy Lopez",1500,"15","Classical"
"1741","FALSE",73,"resign","white","15+0","jakubsagitario17",1500,"gena997766",1500,"English Opening: King's English Variation |  Reversed Sicilian","English Opening",1500,"15","Classical"
"1742","FALSE",19,"draw","draw","5+10","pavelmotavel",1527,"jakubsagitario17",1500,"Italian Game: Anti-Fried Liver Defense","Italian Game",1513.5,"5","Blitz"
"1743","FALSE",58,"mate","black","5+10","jogo2",1500,"jakubsagitario17",1500,"King's Pawn Game: Wayward Queen Attack","King's Pawn Game",1500,"5","Blitz"
"1744","FALSE",34,"resign","black","15+0","jakubsagitario17",1500,"eightx8",1700,"English Opening: Symmetrical Variation |  Fianchetto Variation","English Opening",1600,"15","Classical"
"1745","FALSE",21,"draw","draw","10+5","jakubsagitario17",1500,"sharphunter",1457,"English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon","English Opening",1478.5,"10","Classical"
"1746","FALSE",95,"draw","draw","5+5","jakubsagitario17",1500,"pmm72",1648,"English Opening: King's English Variation |  Reversed Sicilian","English Opening",1574,"5","Blitz"
"1747","FALSE",46,"mate","black","2+15","jakubsagitario17",1500,"justasfast",1712,"English Opening: King's English Variation |  Two Knights Variation |  Reversed Dragon","English Opening",1606,"2","Bullet"
"1748","FALSE",78,"resign","black","25+30","xenelvill",1500,"jakubsagitario17",1500,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1500,"25","Classical"
"1749","FALSE",39,"resign","white","30+0","jakubsagitario17",1500,"escac1930",1500,"English Opening: Carls-Bremen System","English Opening",1500,"30","Classical"
"1750","FALSE",59,"resign","white","30+0","escac1930",1500,"jakubsagitario17",1500,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1500,"30","Classical"
"1751","FALSE",22,"outoftime","black","15+45","albertomhr",1500,"jakubsagitario17",1500,"Bishop's Opening: Berlin Defense","Bishop's Opening",1500,"15","Classical"
"1752","FALSE",61,"resign","white","10+0","manosilva",1381,"jakubsagitario17",1500,"Ruy Lopez: Steinitz Defense","Ruy Lopez",1440.5,"10","Classical"
"1753","FALSE",10,"resign","black","15+0","prantik_roychowdhury",1500,"jakubsagitario17",1500,"Ruy Lopez: Steinitz Defense","Ruy Lopez",1500,"15","Classical"
"1754","TRUE",81,"resign","white","15+8","saeed65",1668,"rogerdavid",1543,"French Defense: Knight Variation","French Defense",1605.5,"15","Classical"
"1755","TRUE",38,"resign","black","15+8","saeed65",1680,"rnp",1633,"Zukertort Opening: Arctic Defense","Zukertort Opening",1656.5,"15","Classical"
"1756","TRUE",79,"draw","draw","15+8","saeed65",1680,"hennes",1700,"Zukertort Opening: Sicilian Invitation","Zukertort Opening",1690,"15","Classical"
"1757","TRUE",84,"outoftime","black","15+8","saeed65",1696,"dac23",1527,"French Defense: Knight Variation","French Defense",1611.5,"15","Classical"
"1758","TRUE",47,"mate","white","15+8","saeed65",1693,"michelcloche",1386,"Zukertort Opening","Zukertort Opening",1539.5,"15","Classical"
"1759","TRUE",57,"resign","white","15+8","saeed65",1687,"yellow_pit1",1624,"Zukertort Opening: Black Mustang Defense","Zukertort Opening",1655.5,"15","Classical"
"1760","TRUE",89,"mate","white","15+8","saeed65",1684,"chesscakes_please",1560,"Zukertort Opening: Queen's Gambit Invitation","Zukertort Opening",1622,"15","Classical"
"1761","TRUE",38,"resign","white","15+2","saeed65",1672,"sugeknight79",1702,"Zukertort Opening: Pirc Invitation","Zukertort Opening",1687,"15","Classical"
"1762","TRUE",97,"mate","white","15+2","saeed65",1680,"petrsolc",1600,"Zukertort Opening: Sicilian Invitation","Zukertort Opening",1640,"15","Classical"
"1763","TRUE",88,"resign","black","15+2","saeed65",1691,"varujan1",1696,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1693.5,"15","Classical"
"1764","TRUE",23,"resign","white","15+2","varujan1",1684,"saeed65",1703,"Italian Game: Anti-Fried Liver Defense","Italian Game",1693.5,"15","Classical"
"1765","TRUE",62,"outoftime","black","15+2","saeed65",1717,"aynurr08",1618,"Italian Game: Anti-Fried Liver Defense","Italian Game",1667.5,"15","Classical"
"1766","TRUE",96,"mate","black","15+2","saeed65",1722,"aynurr08",1612,"Four Knights Game","Four Knights Game",1667,"15","Classical"
"1767","TRUE",79,"resign","white","15+2","saeed65",1724,"lictes",1560,"Italian Game: Schilling-Kostic Gambit","Italian Game",1642,"15","Classical"
"1768","TRUE",31,"resign","white","15+2","saeed65",1738,"narimanmy7",1370,"Italian Game: Two Knights Defense |  Modern Bishop's Opening","Italian Game",1554,"15","Classical"
"1769","TRUE",57,"resign","black","15+2","observer65",1628,"saeed65",1721,"King's Pawn Game: Nimzowitsch Defense","King's Pawn Game",1674.5,"15","Classical"
"1770","TRUE",114,"resign","black","15+2","viktor1649",1687,"saeed65",1709,"English Opening","English Opening",1698,"15","Classical"
"1771","TRUE",36,"mate","black","15+2","saeed65",1721,"suhamdi_bungo",1679,"Zukertort Opening: Black Mustang Defense","Zukertort Opening",1700,"15","Classical"
"1772","TRUE",147,"draw","draw","15+2","squalltakuya",1696,"saeed65",1722,"Italian Game: Anti-Fried Liver Defense","Italian Game",1709,"15","Classical"
"1773","TRUE",87,"mate","white","15+2","saeed65",1709,"kostyarik",1629,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1669,"15","Classical"
"1774","TRUE",10,"outoftime","black","15+2","hshahsavan",1518,"saeed65",1689,"Italian Game: Anti-Fried Liver Defense","Italian Game",1603.5,"15","Classical"
"1775","TRUE",71,"resign","white","15+2","saeed65",1683,"pol_allars",1495,"Queen's Pawn Game: Chigorin Variation","Queen's Pawn Game",1589,"15","Classical"
"1776","TRUE",62,"resign","black","15+2","sdeligiannis",1744,"saeed65",1681,"King's Pawn Game: Nimzowitsch Defense","King's Pawn Game",1712.5,"15","Classical"
"1777","TRUE",43,"mate","white","12+0","orangeandblue",1473,"simcoll",1401,"Queen's Gambit Declined","Queen's Gambit Declined",1437,"12","Classical"
"1778","TRUE",90,"mate","black","10+0","bigbossiokepa",1221,"pablomora",1368,"English Opening: Anglo-Scandinavian Defense","English Opening",1294.5,"10","Classical"
"1779","TRUE",22,"resign","black","10+0","rhd1996",1365,"businessman47",1163,"English Opening: King's English Variation |  Reversed Sicilian","English Opening",1264,"10","Classical"
"1780","TRUE",22,"mate","black","10+0","businessman47",1163,"tolia",1985,"Bishop's Opening","Bishop's Opening",1574,"10","Classical"
"1781","TRUE",91,"mate","white","20+0","businessman47",1153,"raulmontesalopez",1103,"Bishop's Opening: Berlin Defense","Bishop's Opening",1128,"20","Classical"
"1782","TRUE",78,"resign","black","10+3","businessman47",1158,"maxsacl",1383,"Bishop's Opening","Bishop's Opening",1270.5,"10","Classical"
"1783","TRUE",102,"mate","black","15+10","joel49",1206,"businessman47",1132,"Van't Kruijs Opening","Van't Kruijs Opening",1169,"15","Classical"
"1784","TRUE",67,"mate","white","10+5","travis_jones",1103,"businessman47",1146,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1124.5,"10","Classical"
"1785","TRUE",29,"mate","white","15+10","businessman47",1127,"greybishop99",1296,"King's Pawn Game: Napoleon Attack","King's Pawn Game",1211.5,"15","Classical"
"1786","TRUE",69,"mate","white","17+1","qitcj",1172,"businessman47",1122,"King's Pawn Game: Busch-Gass Gambit","King's Pawn Game",1147,"17","Classical"
"1787","TRUE",40,"mate","black","17+1","businessman47",1136,"wari",1128,"King's Pawn Game: Napoleon Attack","King's Pawn Game",1132,"17","Classical"
"1788","TRUE",60,"mate","black","15+0","businessman47",1160,"epicchess66",796,"Scandinavian Defense: Mieses-Kotroc Variation","Scandinavian Defense",978,"15","Classical"
"1789","TRUE",144,"resign","black","15+0","epicchess66",795,"businessman47",1157,"French Defense: La Bourdonnais Variation","French Defense",976,"15","Classical"
"1790","FALSE",73,"resign","white","10+0","businessman47",1146,"zekrybasha",995,"Bishop's Opening: Ponziani Gambit","Bishop's Opening",1070.5,"10","Classical"
"1791","TRUE",62,"mate","black","20+0","businessman47",1158,"whiskeyinthejar",1191,"Bishop's Opening","Bishop's Opening",1174.5,"20","Classical"
"1792","TRUE",115,"mate","white","30+0","businessman47",1143,"ferdiluis",1191,"Bishop's Opening: Ponziani Gambit","Bishop's Opening",1167,"30","Classical"
"1793","TRUE",67,"mate","white","17+8","agsgags",1002,"businessman47",1163,"King's Pawn Game: McConnell Defense","King's Pawn Game",1082.5,"17","Classical"
"1794","TRUE",60,"mate","black","13+1","businessman47",1161,"romanozvj",1200,"Bishop's Opening","Bishop's Opening",1180.5,"13","Classical"
"1795","TRUE",99,"mate","white","17+3","businessman47",1134,"zunonom",1023,"King's Pawn Game: Napoleon Attack","King's Pawn Game",1078.5,"17","Classical"
"1796","TRUE",100,"draw","draw","10+0","businessman47",1129,"fashathus",1248,"King's Pawn Game: Napoleon Attack","King's Pawn Game",1188.5,"10","Classical"
"1797","TRUE",72,"resign","black","10+0","quantumbear",1026,"businessman47",1116,"King's Pawn Game: McConnell Defense","King's Pawn Game",1071,"10","Classical"
"1798","TRUE",90,"mate","black","10+0","businessman47",1140,"quantumbear",1011,"Scandinavian Defense","Scandinavian Defense",1075.5,"10","Classical"
"1799","TRUE",33,"mate","white","10+0","quantumbear",995,"businessman47",1167,"Bishop's Opening","Bishop's Opening",1081,"10","Classical"
"1800","TRUE",101,"mate","white","10+0","businessman47",1156,"wwwiiinnniii",997,"Scandinavian Defense","Scandinavian Defense",1076.5,"10","Classical"
"1801","TRUE",54,"outoftime","black","10+8","silsal",1089,"businessman47",1162,"King's Pawn Game: Leonardis Variation","King's Pawn Game",1125.5,"10","Classical"
"1802","TRUE",72,"mate","black","20+0","newfisher",1092,"businessman47",1144,"English Opening: King's English Variation","English Opening",1118,"20","Classical"
"1803","TRUE",38,"mate","black","20+0","businessman47",1172,"newfisher",1077,"Scandinavian Defense","Scandinavian Defense",1124.5,"20","Classical"
"1804","TRUE",7,"mate","white","15+0","businessman47",1131,"apl020",1071,"Bishop's Opening: Philidor Counterattack","Bishop's Opening",1101,"15","Classical"
"1805","FALSE",50,"mate","black","8+5","josephelbouhessaini",1211,"bartolomi",1500,"Italian Game: Two Knights Defense","Italian Game",1355.5,"8","Blitz"
"1806","TRUE",43,"mate","white","11+0","monchuchak",1834,"josephelbouhessaini",1218,"King's Pawn Game: Busch-Gass Gambit","King's Pawn Game",1526,"11","Classical"
